course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,instructor_wikipedia_link,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
AFAS GU4002,Writing in the Presence of Ancestors,"""It seems to me interesting to evaluate Black literature on what the writer does with the presence of an ancestor...How the Black writer responds to that presence interests me."" Toni Morrison, “Rootedness: The Ancestor as Foundation,"" 1984
  
When Alice Walker went ""In Search of Zora Neale Hurston "" she embarked on a quest for a literary ancestor, an artist, and creator, who, as Toni Morrison writes in ""Rootedness: The Ancestor as Foundation,"" 1984, is ""of the tribe and in it."" Who are these ""timeless people"" we call our ancestors? What stories, traditions, and wisdom have they passed on to help us better understand ourselves and each other? What is our role in preserving their stories? How might they inspire us to tell our own? Using the essays ""In Search of Zora Neale Hurston"" and ""Rootedness: The Ancestor as Foundation"" as starting points, this seminar explores the intricate relationship between writers and scholars and their literary ancestors who are also, at times, mentors and friends. We examine how they have delved into the lives and works of their chosen literary ancestors, using scholarly analysis, personal reflections, memoir, travelogue, and other creative methods to probe, honor, challenge, and expand our view and understanding of their predecessors.",Edwidge Danticat,2:10pm,4:00pm,18655,,G4002-20251-001,Writing Presence of Ances,African American and African Diaspora,AFAS,https://en.wikipedia.org/wiki/Edwidge_Danticat,https://doc.sis.columbia.edu/subj/AFAS/G4002-20251-001/,602 Northwest Corner Building,In-Person,,4,,T,20251AFAS4002G001,SEMINAR
AFAS GU4080,TOPICS IN THE BLACK EXPERIENCE,Please refer to Institute for African American and African Diaspora Studies Department for section-by-section course descriptions.,Jafari S Allen,2:10pm,4:00pm,10694,,G4080-20251-002,TOPICS IN THE BLACK EXPER,African American and African Diaspora,AFAS,,https://doc.sis.columbia.edu/subj/AFAS/G4080-20251-002/,758 EXT Schermerhorn Hall [SCH],In-Person,,4,,W,20251AFAS4080G002,SEMINAR
AFAS GU4080,TOPICS IN THE BLACK EXPERIENCE,Please refer to Institute for African American and African Diaspora Studies Department for section-by-section course descriptions.,Vivaldi Jean-Marie,12:10pm,2:00pm,10697,,G4080-20251-003,TOPICS IN THE BLACK EXPER,African American and African Diaspora,AFAS,,https://doc.sis.columbia.edu/subj/AFAS/G4080-20251-003/,311 Fayerweather,In-Person,,4,,W,20251AFAS4080G003,SEMINAR
AFAS GU4080,TOPICS IN THE BLACK EXPERIENCE,Please refer to Institute for African American and African Diaspora Studies Department for section-by-section course descriptions.,Anthony Johnson,2:10pm,4:00pm,15618,,G4080-20251-004,TOPICS IN THE BLACK EXPER,African American and African Diaspora,AFAS,https://en.wikipedia.org/wiki/Anthony_M._Johnson,https://doc.sis.columbia.edu/subj/AFAS/G4080-20251-004/,505 Lewisohn Hall,In-Person,,4,,R,20251AFAS4080G004,SEMINAR
AFAS GU4080,TOPICS IN THE BLACK EXPERIENCE,Please refer to Institute for African American and African Diaspora Studies Department for section-by-section course descriptions.,Nyle Fort,2:10pm,4:00pm,15626,,G4080-20251-005,TOPICS IN THE BLACK EXPER,African American and African Diaspora,AFAS,,https://doc.sis.columbia.edu/subj/AFAS/G4080-20251-005/,401 Hamilton Hall,In-Person,,4,,M,20251AFAS4080G005,SEMINAR
AFAS GU4080,TOPICS IN THE BLACK EXPERIENCE,Please refer to Institute for African American and African Diaspora Studies Department for section-by-section course descriptions.,Obery Hendricks,2:10pm,4:00pm,17396,,G4080-20251-006,AFAM PROPHETIC TRADITION,African American and African Diaspora,AFAS,https://en.wikipedia.org/wiki/Obery_M._Hendricks_Jr.,https://doc.sis.columbia.edu/subj/AFAS/G4080-20251-006/,313 Pupin Laboratories,In-Person,,4,,W,20251AFAS4080G006,SEMINAR
AFAS GU4080,TOPICS IN THE BLACK EXPERIENCE,Please refer to Institute for African American and African Diaspora Studies Department for section-by-section course descriptions.,Veronique Charles,12:10pm,2:00pm,17398,,G4080-20251-008,TOPICS IN THE BLACK EXPER,African American and African Diaspora,AFAS,,https://doc.sis.columbia.edu/subj/AFAS/G4080-20251-008/,212D Lewisohn Hall,In-Person,,4,,M,20251AFAS4080G008,SEMINAR
AFAS GU4080,TOPICS IN THE BLACK EXPERIENCE,Please refer to Institute for African American and African Diaspora Studies Department for section-by-section course descriptions.,Samiya Bashir,4:10pm,6:00pm,18923,,G4080-20251-009,TOPICS IN THE BLACK EXPER,African American and African Diaspora,AFAS,https://en.wikipedia.org/wiki/Samiya_Bashir,https://doc.sis.columbia.edu/subj/AFAS/G4080-20251-009/,507 Lewisohn Hall,In-Person,,4,,T,20251AFAS4080G009,SEMINAR
AFAS GU4998,INDEPENDENT STUDY-GRADUATE,,Brandi Summers,,,20376,,W4998-20251-001,INDEPENDENT STUDY-GRADUAT,African American and African Diaspora,AFAS,,https://doc.sis.columbia.edu/subj/AFAS/W4998-20251-001/,,In-Person,,1-4,,,20251AFAS4998W001,INDEPENDENT
AFAS GU4998,INDEPENDENT STUDY-GRADUATE,,Rachel G Newman,,,20738,,W4998-20251-002,INDEPENDENT STUDY-GRADUAT,African American and African Diaspora,AFAS,,https://doc.sis.columbia.edu/subj/AFAS/W4998-20251-002/,,In-Person,,1-4,,,20251AFAS4998W002,INDEPENDENT
AFAS GU4998,INDEPENDENT STUDY-GRADUATE,,Nyle Fort,,,20744,,W4998-20251-003,INDEPENDENT STUDY-GRADUAT,African American and African Diaspora,AFAS,,https://doc.sis.columbia.edu/subj/AFAS/W4998-20251-003/,,In-Person,,1-4,,,20251AFAS4998W003,INDEPENDENT
AFAS GU4998,INDEPENDENT STUDY-GRADUATE,,Jafari S Allen,,,20745,,W4998-20251-004,INDEPENDENT STUDY-GRADUAT,African American and African Diaspora,AFAS,,https://doc.sis.columbia.edu/subj/AFAS/W4998-20251-004/,,In-Person,,1-4,,,20251AFAS4998W004,INDEPENDENT
AFAS GU4998,INDEPENDENT STUDY-GRADUATE,,Edwidge Danticat,,,20746,,W4998-20251-005,INDEPENDENT STUDY-GRADUAT,African American and African Diaspora,AFAS,https://en.wikipedia.org/wiki/Edwidge_Danticat,https://doc.sis.columbia.edu/subj/AFAS/W4998-20251-005/,,In-Person,,1-4,,,20251AFAS4998W005,INDEPENDENT
AFAS UN3001,SING A BLACK GIRL'S SONG:  THE NON FICTI,"This undergraduate seminar offers an in-depth exploration of the nonfiction work of the renowned African-American poet and playwright Ntozake Shange, whose archives are at Barnard College, her alma mater. Through readings, discussion, and visits to her archives, students will probe this lesser-examined aspect of Shange's oeuvre, including her essays on her life, the arts, food, and other artists and creators. This course invites participants to engage critically with Shange's essays and personal writings while delving into her archive.
  
Students will identify key themes and literary techniques in Shange's nonfiction and the historical and cultural context in which she wrote these works. We will examine how Shange's nonfiction contributes to her broader work and her perspectives on history, gender, feminism, and race as they intersect in her life as a Black woman artist. Students will develop critical thinking skills through close reading, analysis, and discussion of Shange's nonfiction and will improve their writing skills by composing reflections and essays on Shange's works. They will develop research skills and gain insights into Shange's creative process through firsthand engagement with Shange's archive at Barnard.",Edwidge Danticat,2:10pm,4:00pm,10689,,C3001-20251-001,Non Fict Writ. Ntozake Sh,African American and African Diaspora,AFAS,https://en.wikipedia.org/wiki/Edwidge_Danticat,https://doc.sis.columbia.edu/subj/AFAS/C3001-20251-001/,608 Lewisohn Hall,In-Person,,4,,R,20251AFAS3001C001,SEMINAR
AFAS UN3004,Introduction to Black Geographies,"This course will introduce students to 
Black geographies
 as a spatial expression of Black studies. Black scholars have long recognized the complex spatialities of Black life, developing theories of diaspora, racial capitalism, and anti-/post-colonialism that are inherently geographical. In this course, we will think about space, place, landscape, and ecology through a Black geographic framework, paying attention to how scholars, activists, and artists engage the poetics and materiality of Black life to explore ideas about repair, inequality, resistance, and liberation. The questions that animate this course are: what are Black geographies? What is the future of Black geographies outside of academia? How can centering a “Black sense of place” in turn transform the way we think about space, place, and power? How does Black Studies account for and understand Black spatial condition, experience, and imaginaries?
  
The course will begin with an engagement of key works on Black geographies. We will come to see institutional Black geographies as concerned with the Black spatial imaginaries formed in the aftermath of enslavement and colonialism in the Western hemisphere. As such, our readings will center experiences in the United States. We will cover such topics as Black method(s), racial capitalism, regional geographies, carceral geographies, and Black home and infrastructure.
  
Ultimately, students will be introduced to central themes, concepts and approaches that highlight the spatialization of race and the racialization of space through various technologies that signify places according to new rules of inclusion and exclusion. In this way, we will examine historical and contemporary macro-community and micro- sub-community (e.g., neighborhood) issues shaping the social, economic and political lives of Black people.",Brandi Summers,12:10pm,2:00pm,17895,,W3004-20251-001,Introto Black  Geographie,African American and African Diaspora,AFAS,,https://doc.sis.columbia.edu/subj/AFAS/W3004-20251-001/,758 EXT Schermerhorn Hall [SCH],In-Person,,3,,T,20251AFAS3004W001,SEMINAR
